	Number of Epoch	Training -Dist	Validation - Dist	Training Time(CPU time/s)	Validation Time(CPU time/s)
	1778	44.32062	44.14683	37.56868	2.15857
	1779	44.31244	44.14825	37.66911	2.14974
	1780	44.28985	44.17717	39.34825	2.13912
	1781	44.30258	44.16442	38.78520	2.15353
	1782	44.27681	44.23733	37.66042	2.15354
	1783	44.26508	44.23583	38.06507	2.15997
	1784	44.29583	44.17992	37.63955	2.13738
	1785	44.24517	44.17642	37.70910	2.15842
	1786	44.28327	44.17742	37.32932	2.11506
	1787	44.23025	44.10833	37.54340	2.16140
	1788	44.23581	44.20333	37.82094	2.16880
	1789	44.25271	44.09058	39.73884	2.16885
	1790	44.25329	44.09267	39.31288	2.14946
	1791	44.20460	44.18383	38.52597	2.15832
	1792	44.25787	44.14650	37.71288	2.13472
	1793	44.25073	44.13833	37.48452	2.14417
	1794	44.25644	44.18900	37.38172	2.15809
	1795	44.23460	44.18150	37.27615	2.23477
	1796	44.25540	44.11350	37.46178	2.12453
	1797	44.18304	44.18108	37.32191	2.49848
	1798	44.26262	44.19225	37.91795	2.13438
	1799	44.21671	44.05025	37.73530	2.15080
	1800	44.19912	44.17058	37.93572	2.15399
	1801	44.21229	44.12225	37.27807	2.15297
	1802	44.24048	44.08542	37.78845	2.17106
	1803	44.22767	44.09525	37.58503	2.18511
	1804	44.19829	44.16658	37.46445	2.19422
	1805	44.19350	44.11150	37.24002	2.18482
	1806	44.24521	44.09175	38.19968	2.20978
	1807	44.20837	44.06133	38.93510	2.17922
	1808	44.21310	44.20017	37.68807	2.19662
	1809	44.18412	44.07300	37.99925	2.18282
	1810	44.19652	44.08333	37.86008	2.20806
	1811	44.19181	44.14708	37.66028	2.19023
	1812	44.19952	44.14175	37.60300	2.15115
	1813	44.20923	44.05225	37.39379	2.21546
	1814	44.18985	44.06450	37.11918	2.18298
	1815	44.18577	44.06042	39.98975	2.15542
	1816	44.15987	44.08758	39.39668	2.14589
	1817	44.14638	44.15083	37.74886	2.18464
	1818	44.18665	44.08308	37.55086	2.18831
	1819	44.20631	44.11433	37.50487	2.17852
	1820	44.17287	44.06500	37.30902	2.17646
	1821	44.15394	44.03433	37.94347	2.18780
	1822	44.17773	44.02433	37.80404	2.15940
	1823	44.16277	44.03733	37.53449	2.23895
	1824	44.14306	44.03167	38.12165	2.21127
	1825	44.19344	44.06267	37.66747	2.17972
	1826	44.12992	44.10800	37.71634	2.14818
	1827	44.11535	44.11150	37.69417	2.20425
	1828	44.15067	44.06000	37.78816	2.17516
	1829	44.13338	44.07142	37.54274	2.15952
	1830	44.20035	44.08325	37.69840	2.19470
	1831	44.15425	44.17975	37.54329	2.16978
	1832	44.09940	44.08725	40.25003	2.17466
	1833	44.16896	44.05792	38.72383	2.16849
	1834	44.12008	43.95033	37.86159	2.20804
	1835	44.12296	44.11000	37.55312	2.18698
	1836	44.13494	44.09650	37.54067	2.16579
	1837	44.14950	43.97783	37.35823	2.21693
	1838	44.11758	43.97475	37.49827	2.16405
	1839	44.13933	43.95792	37.48613	2.25079
	1840	44.10410	44.00542	37.68585	2.18298
	1841	44.10308	44.06658	38.86687	2.44073
	1842	44.08033	44.06133	37.85963	2.13963
	1843	44.09265	44.01433	38.16296	2.16966
	1844	44.12167	44.01033	37.42264	2.19605
	1845	44.11517	44.07233	37.76656	2.18186
	1846	44.10269	44.05458	37.38387	2.16531
	1847	44.11223	44.02008	37.59691	2.15273
	1848	44.13619	44.09508	37.23671	2.13918
	1849	44.09406	43.95833	37.55592	2.18057
	1850	44.08113	43.99733	37.84368	2.24179
	1851	44.13429	44.02517	38.30622	2.19277
	1852	44.09896	44.02817	37.49323	2.15588
	1853	44.10798	43.89742	37.49031	2.17724
	1854	44.09837	43.98533	38.00868	2.11153
	1855	44.07158	44.06967	38.77090	2.24525
	1856	44.04452	43.95133	38.18926	2.22966
	1857	44.05565	43.95242	37.55996	2.16714
	1858	44.07719	44.01075	37.31789	2.14413
	1859	44.05452	43.92050	37.93176	2.14367
	1860	44.07512	43.97317	37.88754	2.17522
	1861	44.06640	43.97108	37.59100	2.14998
	1862	44.04948	43.98742	37.74950	2.14146
	1863	44.04790	44.03325	37.36958	2.16734
	1864	44.06669	44.03825	38.30887	2.17972
	1865	44.06629	43.98875	38.47334	2.15963
	1866	44.03133	43.96992	37.40534	2.19056
	1867	44.07629	44.04900	37.50836	2.14814
	1868	44.05033	44.05492	37.35448	2.16203
	1869	44.00429	43.98883	36.99846	2.14936
	1870	44.07362	43.96525	37.32379	2.11622
	1871	43.99502	43.94650	37.37545	2.16001
	1872	44.03052	43.92567	37.59697	2.16989
	1873	44.03054	43.94592	40.58799	2.15877
	1874	43.98819	43.95592	39.38294	2.15681
	1875	44.03458	43.95567	38.15911	2.14329
	1876	44.00233	43.98817	37.44600	2.17038
	1877	44.02515	43.99550	37.49058	2.16164
	1878	44.01104	43.96850	37.83405	2.16814
	1879	44.00731	43.99675	37.69650	2.15706
	1880	43.99006	43.86583	37.79069	2.14999
	1881	44.00321	44.06842	37.64957	2.18156
	1882	44.01669	43.95367	37.49143	2.16292
	1883	44.01233	43.90550	37.78290	2.15192
	1884	44.03465	43.88192	37.62208	2.16938
	1885	44.00050	43.92683	37.59126	2.16344
	1886	43.98963	43.95783	37.50318	2.17822
	1887	43.99831	43.96517	37.50941	2.15853
	1888	43.97423	43.92058	37.37823	2.20731
	1889	44.02273	43.96258	37.66236	2.18623
	1890	44.01240	43.92342	40.44731	2.19237
	1891	44.04183	43.83483	38.03787	2.12096
	1892	44.00527	43.98217	37.90803	2.14549
	1893	43.98308	43.88775	37.70022	2.18357
	1894	43.99160	43.90675	38.38648	2.19052
	1895	43.94129	43.95617	38.06919	2.15236
	1896	44.03460	43.93025	39.57839	2.17475
	1897	43.98112	43.96242	38.86684	2.16621
